,crime,number,date,location,beat,neighborhood,npu,lat,long
6540,LARCENY-NON VEHICLE,123041968,10/30/2012,1544 PIEDMONT RD,213,Piedmont Heights,F,33.79619,-84.37048
6541,ROBBERY-RESIDENCE,123041971,10/30/2012,436 W LAKE AVE NW,107,Grove Park,J,33.7674,-84.44119
6542,BURGLARY-RESIDENCE,123042041,10/30/2012,960 CONSTITUTION RD SE,308,Norwood Manor,Z,33.69307,-84.35805
6543,LARCENY-NON VEHICLE,123042060,10/30/2012,650 PONCE DE LEON AVE NE,506,Midtown,E,33.77469,-84.36561
6544,LARCENY-FROM VEHICLE,123042092,10/30/2012,3715 NORTHSIDE PKWY NW,202,Mt. Paran/Northside,A,33.85557,-84.43152
6545,AUTO THEFT,123042122,10/30/2012,1001 PONCE DE LEON AVE NE,602,Poncey-Highland,N,33.7734,-84.35467
6546,LARCENY-NON VEHICLE,123042137,10/30/2012,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278
6547,BURGLARY-RESIDENCE,123042168,10/30/2012,1000 LOMA LINDA ST SW,402,Bush Mountain,S,33.72772,-84.43241
6548,LARCENY-FROM VEHICLE,123042181,10/30/2012,135 W WIEUCA RD NW @CHASTAIN PARK,202,Chastain Park,A,33.87589,-84.39202
6549,LARCENY-FROM VEHICLE,123042209,10/30/2012,215 W WIEUCA RD NW,202,Chastain Park,A,33.8752,-84.39373
6550,LARCENY-FROM VEHICLE,123042242,10/30/2012,161 PEACHTREE CENTER AVE NE,510,Downtown,M,33.75889,-84.38596
6551,AUTO THEFT,123042322,10/30/2012,2040 DEKALB AVE,608,Lake Claire,N,33.76301,-84.32122
6552,BURGLARY-RESIDENCE,123042324,10/30/2012,510 LINDSAY ST NW,103,English Avenue,L,33.76858,-84.41671
6553,LARCENY-NON VEHICLE,123042329,10/30/2012,895 RALPH D ABERNATHY BLVD SW,401,West End,T,33.7398,-84.41751
6554,AUTO THEFT,123042330,10/30/2012,3323 WARD DR SW,312,Glenrose Heights,Z,33.66699,-84.39057
6555,BURGLARY-RESIDENCE,123042332,10/30/2012,3540 N CAMP CREEK PKWY SW,414,,P,33.67051,-84.50299
6556,LARCENY-FROM VEHICLE,123042365,10/30/2012,564 WOODWARD AVE SE,605,Grant Park,W,33.74571,-84.36899
6557,BURGLARY-RESIDENCE,123042375,10/30/2012,901 BOLTON RD NW,114,Bankhead/Bolton,H,33.77948,-84.49901
6558,LARCENY-FROM VEHICLE,123042377,10/30/2012,384 WOODWARD WAY NW,205,Woodfield,C,33.82019,-84.41178
6559,LARCENY-NON VEHICLE,123042392,10/30/2012,860 PEACHTREE ST NE,505,Midtown,E,33.77831,-84.38533
6560,AUTO THEFT,123042424,10/30/2012,612 LEE ST SW,401,West End,T,33.7388,-84.4136
6561,BURGLARY-RESIDENCE,123042471,10/30/2012,723 WATERS DR SW,404,Westview,T,33.73502,-84.44406
6562,AUTO THEFT,123042505,10/30/2012,303 PARKWAY DR NE,604,Old Fourth Ward,M,33.76286,-84.37405
6563,BURGLARY-RESIDENCE,123012705,10/30/2012,880 GLENWOOD AVE,606,Grant Park,W,33.73991,-84.35917
6564,BURGLARY-RESIDENCE,123032632,10/30/2012,816 MAGNOLIA WAY NW,102,Vine City,L,33.75805,-84.41421
6565,ROBBERY-COMMERCIAL,123032718,10/30/2012,725 PONCE DE LEON AVE NE,602,Poncey-Highland,N,33.77343,-84.36351
6566,LARCENY-FROM VEHICLE,123032741,10/29/2012,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278
6567,LARCENY-NON VEHICLE,123038028,10/29/2012,6000 NORTH TERMINAL PARKWAY,705,,,33.64184,-84.4477
6568,LARCENY-NON VEHICLE,123038060,10/29/2012,11700 SPINE RD.,703,,,33.64065,-84.42932
6569,ROBBERY-PEDESTRIAN,123032640,10/29/2012,325 ATLANTA AVE SE,605,Grant Park,W,33.73014,-84.3784
6570,AUTO THEFT,123032653,10/29/2012,135 OAK DR SW,312,Glenrose Heights,Z,33.66833,-84.39088
6571,BURGLARY-RESIDENCE,123032675,10/29/2012,623 AMAL DR SW,307,Amal Heights,Y,33.70819,-84.39745
6572,LARCENY-FROM VEHICLE,123032680,10/29/2012,2 8TH ST NE,503,Midtown,E,33.77962,-84.38704
6573,LARCENY-FROM VEHICLE,123032706,10/29/2012,695 NORTH AVE NE,603,Old Fourth Ward,M,33.77073,-84.3645
6574,AUTO THEFT,123030006,10/29/2012,696 FOX ST NW,103,English Avenue,L,33.77182,-84.41011
6575,LARCENY-FROM VEHICLE,123030012,10/29/2012,725 PONCE DE LEON AVE NE,602,Poncey-Highland,N,33.77343,-84.36351
6576,AGG ASSAULT,123030090,10/29/2012,184 HUTCHINSON ST NE,609,Edgewood,O,33.75871,-84.34079
6577,ROBBERY-PEDESTRIAN,123030260,10/29/2012,2430 ARNO DR NW,110,Carver Hills,G,33.79907,-84.4679
6578,LARCENY-FROM VEHICLE,123030301,10/29/2012,1970 JONES AVE NW,110,Grove Park,J,33.78688,-84.45218
6579,ROBBERY-PEDESTRIAN,123030302,10/29/2012,95 FAIRBURN RD NW,111,Adamsville,H,33.76061,-84.50479
6580,AUTO THEFT,123030338,10/29/2012,759 POLLARD BLVD SW,304,Summerhill,V,33.73398,-84.39099
6581,AUTO THEFT,123030495,10/29/2012,1005 BALDWIN ST SW,104,Ashview Heights,T,33.74647,-84.42057
6582,AUTO THEFT,123030496,10/29/2012,2025 PEACHTREE RD NE,207,,E,33.80958,-84.39294
6583,LARCENY-FROM VEHICLE,123030548,10/29/2012,1935 ALISON CT SW,410,Fort Valley,R,33.70055,-84.45149
6584,LARCENY-NON VEHICLE,123030558,10/29/2012,610 SPRING ST NW,509,Downtown,M,33.77101,-84.38895
6585,AUTO THEFT,123030562,10/29/2012,311 SCOTT ST SW,406,,I,33.74956,-84.49595
6586,LARCENY-FROM VEHICLE,123030573,10/29/2012,1139 GARIBALDI ST SW,302,Pittsburgh,V,33.72382,-84.39949
6587,LARCENY-FROM VEHICLE,123030673,10/29/2012,490 LARCHMONT DR NW,112,Collier Heights,I,33.76716,-84.48677
6588,BURGLARY-NONRES,123030707,10/29/2012,1314 CHATTAHOOCHEE AVE NW,203,Hills Park,D,33.80135,-84.43096
6589,AUTO THEFT,123030722,10/29/2012,400 17TH ST NW,501,Atlantic Station,E,33.78959,-84.40165
6590,BURGLARY-RESIDENCE,123030757,10/29/2012,113 ATLANTA AVE SE,304,Peoplestown,V,33.73016,-84.38422
6591,AUTO THEFT,123030770,10/29/2012,1974 PLAZA LN SW,410,Campbellton Road,R,33.705,-84.45306
6592,AGG ASSAULT,123030787,10/29/2012,2423 MARTIN L KING JR DR NW,108,Florida Heights,I,33.75183,-84.46623
6593,BURGLARY-RESIDENCE,123030811,10/29/2012,1030 HILL ST SE,605,Grant Park,W,33.72636,-84.37826
6594,BURGLARY-NONRES,123030823,10/29/2012,710 PEACHTREE ST NE,505,Midtown,E,33.77407,-84.38526
6595,LARCENY-NON VEHICLE,123030846,10/29/2012,2001 PEACHTREE RD NE,207,,E,33.80928,-84.39307
6596,LARCENY-NON VEHICLE,123030849,10/29/2012,680 GREENWOOD AVE NE,601,Virginia Highland,F,33.77714,-84.36514
6597,BURGLARY-RESIDENCE,123030900,10/29/2012,2155 FORREST PARK RD SE,308,Norwood Manor,Z,33.69534,-84.3605
6598,LARCENY-FROM VEHICLE,123030902,10/29/2012,155 LYNHURST DR SW,406,,I,33.74925,-84.48889
6599,BURGLARY-RESIDENCE,123030907,10/29/2012,117 ATLANTA AVE.,304,Peoplestown,V,33.73013,-84.38407
6600,LARCENY-NON VEHICLE,123030970,10/29/2012,3340 PEACHTREE RD NE,208,North Buckhead,B,33.84641,-84.36838
6601,LARCENY-NON VEHICLE,123030990,10/29/2012,933 EUCLID AVE NE,602,Inman Park,N,33.7588,-84.35556
6602,BURGLARY-RESIDENCE,123031001,10/29/2012,1124 WYLIE ST SE,606,Reynoldstown,N,33.75273,-84.35014
6603,BURGLARY-RESIDENCE,123031032,10/29/2012,265 PONCE DE LEON AVE NE,505,Midtown,E,33.77248,-84.37857
6604,AGG ASSAULT,123031061,10/29/2012,1668 EASTLAND RD SE         ,612,East Atlanta,W,33.71898,-84.33038
6605,LARCENY-FROM VEHICLE,123031078,10/29/2012,3490 DELMAR LN,111,Adamsville,H,33.75736,-84.50208
6606,LARCENY-NON VEHICLE,123031110,10/29/2012,595 PIEDMONT AVE NE,603,Old Fourth Ward,M,33.77067,-84.38023
6607,LARCENY-NON VEHICLE,123031161,10/29/2012,3495 PIEDMONT RD,208,North Buckhead,B,33.85204,-84.37576
6608,LARCENY-NON VEHICLE,123031211,10/29/2012,450 CAPITOL AVE,304,Summerhill,V,33.74229,-84.38686
6609,LARCENY-FROM VEHICLE,123031245,10/29/2012,575 CHAPPELL RD NW,107,Bankhead,K,33.77103,-84.43354
6610,AUTO THEFT,123031306,10/29/2012,1111 MORELAND AVE,607,Ormewood Park,W,33.7245,-84.34971
6611,LARCENY-NON VEHICLE,123031323,10/29/2012,1275 CAROLINE ST NE,609,Edgewood,O,33.75674,-84.34619
6612,LARCENY-FROM VEHICLE,123031328,10/29/2012,717 MYRTLE ST NE,505,Midtown,E,33.77414,-84.3798
6613,BURGLARY-RESIDENCE,123031333,10/29/2012,1666 NOBLE DR NE,213,Morningside/Lenox Park,F,33.80043,-84.34658
6614,LARCENY-NON VEHICLE,123031398,10/29/2012,1411 VENETIAN DR SW,403,Venetian Hills,S,33.71493,-84.43443
6615,LARCENY-NON VEHICLE,123031408,10/29/2012,876 E PACES FERRY RD NE,210,Lenox,B,33.84574,-84.3584
6616,LARCENY-FROM VEHICLE,123031423,10/29/2012,1991 HOWELL MILL RD NW,205,Channing Valley,C,33.80944,-84.41286
6617,LARCENY-FROM VEHICLE,123031433,10/29/2012,1611 ELLSWORTH INDUSTRIAL BLVD NW,203,Blandtown,D,33.79857,-84.42605
6618,BURGLARY-RESIDENCE,123031438,10/29/2012,1294 WESTMONT RD SW,403,Venetian Hills,S,33.71996,-84.43739
6619,LARCENY-NON VEHICLE,123031442,10/29/2012,1371 MARKET ST NW,501,Atlantic Station,E,33.7921,-84.39466
6620,BURGLARY-RESIDENCE,123031450,10/29/2012,955 FOUNDERS DR SW,104,Harris Chiles,T,33.74459,-84.41988
6621,LARCENY-NON VEHICLE,123031469,10/29/2012,1280 CAROLINE ST NE,609,Edgewood,O,33.75957,-84.34602
6622,AUTO THEFT,123031470,10/29/2012,736 PONCE DE LEON AVE NE,601,Virginia Highland,F,33.77386,-84.3631
6623,BURGLARY-RESIDENCE,123031524,10/29/2012,1290 EASTRIDGE RD SW,408,Venetian Hills,S,33.72019,-84.44468
6624,LARCENY-NON VEHICLE,123031607,10/29/2012,2900 PEACHTREE RD NW,206,Peachtree Heights West,B,33.83399,-84.3841
6625,BURGLARY-RESIDENCE,123031663,10/29/2012,732 WATERFORD RD NW,112,Collier Heights,I,33.77161,-84.48888
6626,LARCENY-NON VEHICLE,123031718,10/29/2012,2134 ABNER PL NW,110,Carver Hills,G,33.8008,-84.45832
6627,LARCENY-NON VEHICLE,123031780,10/29/2012,1219 METROPOLITAN PKWY SW,301,Adair Park,V,33.72142,-84.40796
6628,BURGLARY-RESIDENCE,123031787,10/29/2012,190 HOWELL DR SW,407,Adamsville,H,33.75289,-84.50335
6629,AGG ASSAULT,123031790,10/29/2012,2785 METROPOLITAN PKWY SW,311,Hammond Park,X,33.67888,-84.40822
6630,LARCENY-NON VEHICLE,123031877,10/29/2012,101 MARIETTA ST NW,508,Downtown,M,33.75666,-84.3922
6631,LARCENY-NON VEHICLE,123031895,10/29/2012,1107 EUCLID AVE NE,602,Inman Park,N,33.76408,-84.35075
6632,AUTO THEFT,123031999,10/29/2012,450 DUNBAR ST SW,302,Pittsburgh,V,33.72274,-84.40256
6633,LARCENY-NON VEHICLE,123032051,10/29/2012,1734 HADLOCK ST SW,408,,R,33.70815,-84.44603
6634,LARCENY-NON VEHICLE,123032093,10/29/2012,2436 BOLTON RD NW,201,,C,33.82126,-84.45414
6635,BURGLARY-RESIDENCE,123032102,10/29/2012,2302 ARBOR GATES DR NE,210,Pine Hills,B,33.82712,-84.35879
6636,LARCENY-FROM VEHICLE,123032145,10/29/2012,320 MARTIN L KING JR DR SE,605,Oakland,W,33.7475,-84.37715
6637,LARCENY-FROM VEHICLE,123032220,10/29/2012,482 COLLIER RD NW,205,Collier Hills,C,33.8109,-84.40309
6638,LARCENY-NON VEHICLE,123032292,10/29/2012,1162 PRYOR ST SW,304,Peoplestown,V,33.72327,-84.39322
6639,AGG ASSAULT,123032306,10/29/2012,1098 SELLS AVE NW,104,Harris Chiles,T,33.74529,-84.4233
6640,AGG ASSAULT,123032308,10/29/2012,436 PEACHTREE ST NE,509,Downtown,M,33.7664,-84.3859
6641,LARCENY-NON VEHICLE,123032322,10/29/2012,1145 RALPH D ABERNATHY BLVD SW,401,West End,T,33.73907,-84.42552
6642,AUTO THEFT,123032387,10/29/2012,2950 SPRINGDALE RD SW,311,Hammond Park,X,33.67479,-84.41619
6643,LARCENY-NON VEHICLE,123032398,10/29/2012,3393 PEACHTREE RD NE,210,Lenox,B,33.84676,-84.36212
6644,LARCENY-NON VEHICLE,123032430,10/29/2012,1560 METROPOLITAN PKWY SW,306,Sylvan Hills,X,33.71194,-84.40422
6645,AUTO THEFT,123032498,10/29/2012,49 1ST AVE SE,611,Kirkwood,O,33.7503,-84.31149
6646,ROBBERY-PEDESTRIAN,123032544,10/29/2012,914 COLLIER RD NW,205,Wildwood (NPU-C),C,33.80868,-84.41711
6647,ROBBERY-RESIDENCE,123032562,10/29/2012,2145 BOLTON RD NW,203,Riverside,D,33.81422,-84.46787
6648,ROBBERY-COMMERCIAL,123032567,10/29/2012,2310 MARTIN L KING JR DR SW,405,Florida Heights,I,33.75121,-84.46544
6649,LARCENY-NON VEHICLE,123032570,10/29/2012,1888 CHESHIRE BRIDGE RD NE,212,Morningside/Lenox Park,F,33.81038,-84.36122
6650,LARCENY-FROM VEHICLE,123032579,10/29/2012,1190 N HIGHLAND AVE NE,601,Virginia Highland,F,33.78709,-84.35544
6651,BURGLARY-RESIDENCE,123032593,10/29/2012,3410 ALEXANDER RD NE,209,North Buckhead,B,33.85387,-84.36702
6652,LARCENY-NON VEHICLE,123032600,10/29/2012,3393 PEACHTREE RD NE ,210,Lenox,B,33.84676,-84.36212
6653,LARCENY-FROM VEHICLE,123032605,10/29/2012,619 EDGEWOOD AVE,604,Old Fourth Ward,M,33.75412,-84.36717
6654,LARCENY-FROM VEHICLE,123032622,10/29/2012,35 COLLIER RD NW,207,,E,33.80813,-84.39659
6655,AUTO THEFT,123021191,10/28/2012,1151 AVON AVE SW,408,Oakland City,S,33.72263,-84.4257
6656,LARCENY-FROM VEHICLE,123021240,10/28/2012,383 PAINES AVE NW,103,English Avenue,L,33.76511,-84.41449
6657,LARCENY-FROM VEHICLE,123021264,10/28/2012,90 SIMPSON ST NW,508,Downtown,M,33.76321,-84.39075
6658,LARCENY-FROM VEHICLE,123021294,10/28/2012,1108 RENAISSANCE WAY NE,603,Old Fourth Ward,M,33.76666,-84.37833
6659,AUTO THEFT,123021301,10/28/2012,600 GREENSFERRY DRIVE,101,The Villages at Castleberry H,T,33.74662,-84.40755
6660,AUTO THEFT,123021350,10/28/2012,1025 VIOLET ST SW,402,Bush Mountain,S,33.72724,-84.43203
6661,LARCENY-NON VEHICLE,123021367,10/28/2012,3393 PEACHTREE RD NE @LENOX MALL,210,Lenox,B,33.84676,-84.36212
6662,BURGLARY-RESIDENCE,123021374,10/28/2012,960 E PACES FERRY RD NE,210,Buckhead Heights,B,33.84691,-84.35618
6663,AUTO THEFT,123021379,10/28/2012,793 PARK ST SW,101,Atlanta University Center,T,33.74217,-84.41374
6664,AUTO THEFT,123021387,10/28/2012,394 GRANT PARK PL SE,605,Grant Park,W,33.73271,-84.37489
6665,BURGLARY-RESIDENCE,123021403,10/28/2012,656 JETT ST NW,103,English Avenue,L,33.76703,-84.40897
6666,BURGLARY-RESIDENCE,123021416,10/28/2012,195 FAIRBURN RD NW,111,Adamsville,H,33.76126,-84.50433
6667,LARCENY-NON VEHICLE,123021421,10/28/2012,1000 PEACHTREE PARK DR NE,207,,E,33.81348,-84.38955
6668,LARCENY-NON VEHICLE,123021437,10/28/2012,3315 ROSWELL RD NE,208,Buckhead Forest,B,33.84618,-84.38095
6669,AUTO THEFT,123021514,10/28/2012,515 FULTON ST SW,303,Mechanicsville,V,33.741,-84.40447
6670,AUTO THEFT,123021526,10/28/2012,847 PARSONS ST SW,101,Atlanta University Center,T,33.75092,-84.41535
6671,AUTO THEFT,123021529,10/28/2012,476 PEACHTREE ST NE ,509,Downtown,M,33.76761,-84.38546
6672,ROBBERY-PEDESTRIAN,123021541,10/28/2012,1763 MAPLE WALK CIR SW,307,Betmar LaVilla,Y,33.70638,-84.39817
6673,LARCENY-FROM VEHICLE,123021553,10/28/2012,664 IRWIN PL,604,Old Fourth Ward,M,33.75796,-84.36581
6674,AUTO THEFT,123021576,10/28/2012,141 HILLIARD ST SE,604,Sweet Auburn,M,33.75078,-84.37698
6675,LARCENY-NON VEHICLE,123021596,10/28/2012,3475 LENOX RD NE,210,Lenox,B,33.84922,-84.36056
6676,BURGLARY-RESIDENCE,123021598,10/28/2012,531 HAMILTON E HOLMES DR NW,109,Center Hill,J,33.76972,-84.47219
6677,AUTO THEFT,123021624,10/28/2012,2914 PEEK RD NW,112,Collier Heights,I,33.77532,-84.4818
6678,AUTO THEFT,123021634,10/28/2012,347 SINCLAIR AVE NE,602,Inman Park,N,33.7636,-84.35383
6679,AUTO THEFT,123021667,10/28/2012,2120 JONES RD NW,112,Collier Heights,I,33.7738,-84.49312
6680,AUTO THEFT,123021689,10/28/2012,479 WOODWARD AVE SE,605,Grant Park,W,33.74518,-84.3718
6681,LARCENY-FROM VEHICLE,123021699,10/28/2012,2125 NORTHSIDE DR NW,205,,C,33.81356,-84.40761
6682,BURGLARY-RESIDENCE,123021737,10/28/2012,3339 WARD DR SW,312,Glenrose Heights,Z,33.66699,-84.39106
6683,LARCENY-FROM VEHICLE,123021747,10/28/2012,142 SIMPSON ST NW ,508,Downtown,M,33.76324,-84.39178
6684,LARCENY-FROM VEHICLE,123021761,10/28/2012,730 PONCE DE LEON PL NE,601,Virginia Highland,F,33.77442,-84.36379
6685,LARCENY-NON VEHICLE,123021777,10/28/2012,3030 HEADLAND DR SW,411,Greenbriar,R,33.68841,-84.48742
6686,LARCENY-FROM VEHICLE,123021810,10/28/2012,2571 DONALD LEE HOLLOWELL PKWY NW,109,Center Hill,J,33.7755,-84.47077
6687,LARCENY-FROM VEHICLE,123021858,10/28/2012,3025 DALE DR NE,211,Peachtree Park,B,33.83761,-84.36141
6688,BURGLARY-RESIDENCE,123021867,10/28/2012,1940 FISHER RD SE,607,Custer/McDonough/Guice,W,33.70979,-84.35849
6689,LARCENY-NON VEHICLE,123021917,10/28/2012,3344 PEACHTREE RD NE,208,,E,33.81364,-84.38966
6690,AGG ASSAULT,123021959,10/28/2012,3815 MARTIN L KING JR DR NW,114,Old Gordon,H,33.76867,-84.51363
6691,AUTO THEFT,123021964,10/28/2012,537 PARK AVE SE @GRANT PARK,605,Grant Park,W,33.74031,-84.37167
6692,AUTO THEFT,123021996,10/28/2012,1668 EASTLAND RD SE,612,East Atlanta,W,33.71898,-84.33038
6693,LARCENY-FROM VEHICLE,123022054,10/28/2012,3 EVELYN WAY NW,107,Grove Park,J,33.77228,-84.443
6694,BURGLARY-RESIDENCE,123022085,10/28/2012,1070 LENA ST NW,105,Washington Park,K,33.75641,-84.42491
6695,AUTO THEFT,123022105,10/28/2012,49 BOULEVARD NE,604,Old Fourth Ward,M,33.75565,-84.37202
6696,BURGLARY-RESIDENCE,123022119,10/28/2012,548 MCAFEE ST NW,504,Downtown,M,33.76633,-84.39467
6697,BURGLARY-RESIDENCE,123022135,10/28/2012,1002 DEFOORS XING NW,204,,C,33.81135,-84.42417
6698,ROBBERY-PEDESTRIAN,123022214,10/28/2012,490 GLENN ST SW,303,Mechanicsville,V,33.73805,-84.40262
6699,BURGLARY-RESIDENCE,123022274,10/28/2012,1173 OAKLAND LN SW,403,Oakland City,S,33.71965,-84.42687
6700,LARCENY-FROM VEHICLE,123022359,10/28/2012,494 CONNALLY ST SE,605,Grant Park,W,33.74119,-84.38131
6701,BURGLARY-RESIDENCE,123022371,10/28/2012,3378 GREENBRIAR PKWY SW,413,,P,33.68387,-84.50204
6702,AUTO THEFT,123022404,10/28/2012,950 CONSTITUTION RD SE,308,Norwood Manor,Z,33.69323,-84.35918
6703,LARCENY-NON VEHICLE,123022410,10/28/2012,100 10TH ST NW,503,Midtown,E,33.78095,-84.39033
6704,AGG ASSAULT,123022413,10/28/2012,2500 CENTER ST NW,113,Carey Park,G,33.78999,-84.47156
6705,BURGLARY-RESIDENCE,123022431,10/28/2012,499 NORTHSIDE CIR NW,207,Loring Heights,E,33.79742,-84.40671
6706,BURGLARY-RESIDENCE,123020053,10/28/2012,477 JEFFERSON CHASE CIR SE,312,Glenrose Heights,Z,33.66644,-84.38187
6707,BURGLARY-RESIDENCE,123020155,10/28/2012,1657 ALVARADO TER SW,404,Westview,T,33.73505,-84.44184
6708,LARCENY-FROM VEHICLE,123020167,10/28/2012,1043 BLUERIDGE AVENUE,602,Poncey-Highland,N,33.77226,-84.35334
6709,AUTO THEFT,123020240,10/28/2012,43 WOODWARD AVE SE,605,Capitol Gateway,V,33.74556,-84.386
6710,LARCENY-FROM VEHICLE,123020250,10/28/2012,374 E SIDE AVE SE,612,East Atlanta,W,33.74348,-84.33978
6711,AGG ASSAULT,123020347,10/28/2012,4423 NORTHSIDE PKWY NW,201,Paces,A,33.86627,-84.45254
6712,LARCENY-FROM VEHICLE,123020400,10/28/2012,621 NORTH AVE NE,603,Old Fourth Ward,M,33.77028,-84.36712
6713,LARCENY-FROM VEHICLE,123020403,10/28/2012,1995 METROPOLITAN PKWY SW,306,Sylvan Hills,X,33.70083,-84.40818
6714,AGG ASSAULT,123020456,10/28/2012,3909 CAMPBELLTON RD SW,412,Kings Forest,P,33.6924,-84.51637
6715,LARCENY-FROM VEHICLE,123020467,10/28/2012,830 JUNIPER,505,Midtown,E,33.77707,-84.38297
6716,AGG ASSAULT,123020508,10/28/2012,983 PARSON ST SW,104,Ashview Heights,T,33.75129,-84.41978
6717,ROBBERY-RESIDENCE,123020526,10/28/2012,500 ENGLISH AVE NW,103,English Avenue,L,33.76822,-84.41349
6718,LARCENY-FROM VEHICLE,123020551,10/28/2012,20 4TH ST NW,505,Midtown,E,33.77501,-84.38801
6719,AGG ASSAULT,123020559,10/28/2012,1575 JOSEPH E BOONE BLVD NW,107,Grove Park,J,33.76391,-84.43929
6720,ROBBERY-PEDESTRIAN,123020599,10/28/2012,186 CENTENIAL OLYMPIC PARK,503,Downtown,M,33.75991,-84.39217
6721,AUTO THEFT,123020653,10/28/2012,551 PONCE DE LEON AVE NE,603,Old Fourth Ward,M,33.77326,-84.36889
6722,AUTO THEFT,123020707,10/28/2012,87 LAKEVIEW DR NE,610,Kirkwood,O,33.75396,-84.31177
6723,LARCENY-FROM VEHICLE,123020734,10/28/2012,1631 PAXON ST SE,610,Kirkwood,O,33.7505,-84.33405
6724,LARCENY-FROM VEHICLE,123020774,10/28/2012,2423 MARTIN L KING JR DR NW,108,Florida Heights,I,33.75183,-84.46623
6725,LARCENY-FROM VEHICLE,123020804,10/28/2012,1770 RICHMOND CIR SE,307,Lakewood Heights,Y,33.70695,-84.37414
6726,LARCENY-FROM VEHICLE,123020811,10/28/2012,1584 ROGERS AVE SW,404,Westview,T,33.73705,-84.43955
6727,AUTO THEFT,123020821,10/28/2012,565 GREENSFERRY AVE SW,101,The Villages at Castleberry H,T,33.74651,-84.40675
6728,AUTO THEFT,123020825,10/28/2012,1993 BENT CREEK WAY SW,410,Campbellton Road,R,33.70084,-84.46568
6729,AUTO THEFT,123020876,10/28/2012,1149 LEE ST SW,402,Oakland City,S,33.72364,-84.42174
6730,LARCENY-FROM VEHICLE,123020905,10/28/2012,86 ROGERS ST SE,610,Kirkwood,O,33.75094,-84.32949
6731,LARCENY-FROM VEHICLE,123020970,10/28/2012,1732 RIDGEWAY AVE NW,204,Underwood Hills,D,33.80231,-84.41672
6732,LARCENY-NON VEHICLE,123020976,10/28/2012,1328 PEACHTREE ST NE,502,Midtown,E,33.79087,-84.38612
6733,LARCENY-FROM VEHICLE,123020987,10/28/2012,141 WATSON CIR SE,611,Kirkwood,O,33.74857,-84.31557
6734,LARCENY-FROM VEHICLE,123021009,10/28/2012,1656 HOSEA L WILLIAMS DR NE,609,Kirkwood,O,33.75363,-84.33329
6735,LARCENY-FROM VEHICLE,123021020,10/28/2012,76 4TH ST NW,505,Midtown,E,33.77487,-84.38975
6736,AUTO THEFT,123021024,10/28/2012,85 MOUNT ZION RD SW,312,Glenrose Heights,Z,33.67291,-84.39153
6737,BURGLARY-RESIDENCE,123021038,10/28/2012,1940 FISHER RD SE,607,Custer/McDonough/Guice,W,33.70979,-84.35849
6738,LARCENY-FROM VEHICLE,123021041,10/28/2012,422 ELM ST NW,103,English Avenue,L,33.76613,-84.40906
6739,AGG ASSAULT,123021046,10/28/2012,416 BOULEVARD,604,Sweet Auburn,M,33.7601,-84.37207
6740,BURGLARY-RESIDENCE,123021083,10/28/2012,1121 MONTREAT AVE SW,402,Oakland City,S,33.73001,-84.42446
6741,LARCENY-NON VEHICLE,123021090,10/28/2012,855 OAK ST SW,401,West End,T,33.74104,-84.41574
6742,LARCENY-FROM VEHICLE,123021102,10/28/2012,201 NORWOOD AVE NE,610,Kirkwood,O,33.75801,-84.32005
6743,LARCENY-NON VEHICLE,123021171,10/28/2012,495 STERLING ST NE,608,Candler Park,N,33.76739,-84.34453
6744,LARCENY-FROM VEHICLE,123632371,10/28/2012,163 PETERS ST SW,507,Castleberry Hill,M,33.75021,-84.39844
6745,BURGLARY-RESIDENCE,122891280,10/27/2012,2107 HOSEA L. WILLIAMS DR.,610,Kirkwood,O,33.75082,-84.3187
6746,ROBBERY-PEDESTRIAN,122932093,10/27/2012,73 PEACHTREE STREET,511,Orchard Knob,Z,33.66726,-84.37811
6747,AUTO THEFT,123010034,10/27/2012,40 MOUNT ZION RD SE,312,Glenrose Heights,Z,33.67285,-84.38729
6748,ROBBERY-PEDESTRIAN,123010176,10/27/2012,1474 NISKEY LAKE TRL SW,412,Niskey Lake,P,33.71545,-84.53049
6749,LARCENY-FROM VEHICLE,123010206,10/27/2012,2906 SALMON AVE SE,611,East Lake,O,33.74021,-84.29176
6750,AGG ASSAULT,123010236,10/27/2012,3300 PEACHTREE RD NE,208,North Buckhead,B,33.84514,-84.37031
6751,LARCENY-FROM VEHICLE,123010243,10/27/2012,952 LUCILE AVE SW,104,Harris Chiles,T,33.74209,-84.41863
6752,AGG ASSAULT,123010260,10/27/2012,1450 BEECHER ST SW,402,Oakland City,S,33.73313,-84.43537
6753,LARCENY-FROM VEHICLE,123010346,10/27/2012,182 8TH ST NE ,505,Midtown,E,33.77953,-84.38109
6754,LARCENY-FROM VEHICLE,123010532,10/27/2012,1033 HOLLYWOOD RD NW,110,Almond Park,G,33.78431,-84.45803
6755,ROBBERY-RESIDENCE,123010675,10/27/2012,2124 CHESHIRE BRIDGE RD NE,212,Lindridge/Martin Manor,F,33.81307,-84.35424
6756,AUTO THEFT,123010694,10/27/2012,585 MCWILLIAMS RD SE,310,Browns Mill Park,Z,33.68837,-84.36975
6757,LARCENY-NON VEHICLE,123010695,10/27/2012,1925 MONROE DR NE,212,Piedmont Heights,F,33.80856,-84.37506
